ticker,config,target,silence,min_vol,dir_thresh,vol_ratio,kappa,rows,metric_name,metric_value
NVDA,s0p5_v100_d0p9_r0p1_k0p5,cls_close,0.5,100,0.9,0.1,0.5,1086578,AUC,0.5113310936731411
NVDA,s0p5_v100_d0p9_r0p1_k1p0,cls_1m,0.5,100,0.9,0.1,1.0,1080687,AUC,0.6526933198502272
NVDA,s0p5_v100_d0p9_r0p1_k1p0,cls_5m,0.5,100,0.9,0.1,1.0,1080687,AUC,0.612941335304329
NVDA,s0p5_v100_d0p9_r0p1_k1p0,cls_10m,0.5,100,0.9,0.1,1.0,1080687,AUC,0.5918611547174455
NVDA,s0p5_v100_d0p9_r0p1_k1p0,cls_close,0.5,100,0.9,0.1,1.0,1080687,AUC,0.5021374362294003
NVDA,s0p5_v100_d0p9_r0p3_k0p2,cls_1m,0.5,100,0.9,0.3,0.2,1119378,AUC,0.6535325942194716
NVDA,s0p5_v100_d0p9_r0p3_k0p2,cls_5m,0.5,100,0.9,0.3,0.2,1119378,AUC,0.6138437120815157
NVDA,s0p5_v100_d0p9_r0p3_k0p2,cls_10m,0.5,100,0.9,0.3,0.2,1119378,AUC,0.5873048951928441
NVDA,s0p5_v100_d0p9_r0p3_k0p2,cls_close,0.5,100,0.9,0.3,0.2,1119378,AUC,0.503279422015137
NVDA,s0p5_v100_d0p9_r0p3_k0p5,cls_1m,0.5,100,0.9,0.3,0.5,1116024,AUC,0.6531588123181066
NVDA,s0p5_v100_d0p9_r0p3_k0p5,cls_5m,0.5,100,0.9,0.3,0.5,1116024,AUC,0.6184317714555208
NVDA,s0p5_v100_d0p9_r0p3_k0p5,cls_10m,0.5,100,0.9,0.3,0.5,1116024,AUC,0.5902746236114889
